,name,stars,review,price,note,open_time,restautant_type,address,ward,district,city
14113,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,70A Đ. số 109,Phường Bình Trưng Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14114,Quán Chòi Lá,4.1,(42),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,"Đường số, 128 Điện hoa 24h",Phường Bình Trưng Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14115,Ngọc Dương Quán 2,4.4,(10),None,'Dine-in';  'Takeout',,Restaurant,"18, Đỗ Xuân Hợp, Phường Phước Long A",Phường Bình Trưng Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14116,Quán Ăn Út Duyên,4.1,(11),None,'Dine-in';  'No-contact delivery','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,44 Nam Hòa,Phường Bình Trưng Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14117,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14118,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14119,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14120,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14121,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14122,Thành phố thủ đức,None,None,None,'Dine-in';  'Takeout',,Restaurant,63b Đ. Số 2,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14123,Phở Bắc Hải - ông Vành,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 11:59\u202fPM',Vietnamese,60 Đ. Số 2,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14124,Quán Rắn Trường Thọ,4.3,(47),None,'Dine-in';  'Takeout';  'No-contact delivery','Opens soon';  ' ⋅ 9\u202fAM',Restaurant,177 Đ. Số 11,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14125,Quán nhậu,5.0,(3),None,'Dine-in';  'Takeout',,Bistro,102 Đ. Số 2,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14126,Trường Thọ Quán,4.7,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4:30\u202fPM',Restaurant,32B Đường Số 2,Phường Long Thạnh Mỹ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14127,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14128,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14129,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14130,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14131,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14132,The Steak Bar,None,None,None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 2\u202fPM Fri',Restaurant,31 Đặng Thị Rành,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14133,Lẩu dê,None,None,None,'Dine-in';  'Takeout',,Restaurant,1 Đường Nguyễn Văn Lịch,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14134,Quán Cơm 37,None,None,None,'Dine-in';  'Takeout',,Bistro,51 Đ. Số 9,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14135,Quán ăn Tài Ký,None,None,None,'Dine-in';  'Takeout',,Family-friendly,902 Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14136,Nhà hàng Trường An,4.0,(2),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,893 Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14137,Cafe Hy Vọng,4.0,(325),None,'Dine-in';  'Takeout';  'No-contact delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Restaurant,86-4 Đ. Số 9,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14138,QUÁN ĐỨC,None,None,None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 6\u202fAM Fri',Restaurant,"15 Dương Văn Cam, Phường Linh Đông, Quận Thủ Đức, TPHCM",Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14139,Cô Út - Phá Lấu Lòng Tai Heo,None,None,None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Bistro,999 Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14140,Thành,None,None,None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8:30\u202fAM Fri',Fast Food,2A Đ. Đào Trinh Nhất,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14141,Quán Hủ Tiếu Mì A Dư,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 12\u202fPM Fri',Bistro,21 Trương Văn Ngư,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14142,Cơm tấm 24H,None,None,None,'Dine-in';  'Drive-through';  'No-contact delivery',,Restaurant,37f Đ. số 1,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14143,Quán Cô Ba,3.6,(8),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 6:30\u202fAM Fri',Bistro,37 Đặng Thị Rành,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14144,Ẩm Thực Sóng Biển,4.0,(29),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Restaurant,VQ85+9CV,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14145,Cơm gà mật ong Ande,4.0,(2),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Breakfast,25 Đường số 5,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14146,Phở hồ tây,None,None,None,'Dine-in';  'Takeout',,Tiffin center,91/5D Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14147,Hệ Thống Bò Tơ Tây Thành,4.6,(21),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 10\u202fAM Fri',Barbecue,"Lô A7, Đ. Đào Trinh Nhất",Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14148,Ốc Út Chiến,None,None,None,'Dine-in';  'Takeout',,Restaurant,1070 Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14149,Ốc Lucky,4.0,(1),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM Fri',Bistro,47 Đ. số 6,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14150,Hoa viên Khu dân cư Tân Hải Minh,5.0,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8\u202fAM Fri',Restaurant,89 Đ. D2,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14151,Lẩu chay Minh Tâm VeGan,4.7,(54),None,'Dine-in';  'Takeout';  'No-contact delivery','Closed';  ' ⋅ Opens 6\u202fAM Fri',Hot Pot,113 Tô Ngọc Vân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14152,Tomorrow,None,None,None,'Dine-in';  'Takeout',,Restaurant,821 Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14153,Phở số 2 Linh Tây,5.0,(7),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open';  ' ⋅ Closes 10:30\u202fAM',Breakfast,10 Đường Số 18,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14154,Nhà hàng Trường An,4.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,893 Đ. Kha Vạn Cân,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14155,Cafe Hy Vọng,4.0,(325),None,'Dine-in';  'Takeout';  'No-contact delivery','Closed';  ' ⋅ Opens 9\u202fAM',Restaurant,86-4 Đ. Số 9,Phường Linh Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14156,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14157,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14158,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14159,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14160,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14161,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14162,Thu Phương Bread,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Organic,74D Đường 297,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14163,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,70A Đ. số 109,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14164,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Hot Pot,35B,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14165,Lê Trung,None,None,None,'Dine-in';  'Takeout',,Brasserie,"Tp, 2 Đ. 339",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14166,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Opens soon';  ' ⋅ 9\u202fAM',Hot Pot,35B,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14167,Quán Phở,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5\u202fPM',Bistro,22 Thủy Lợi,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14168,ChunhoNcare Văn Nhịn TP THỦ ĐỨC,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5:30\u202fPM',Sundae restaurant,17 Đ. Số 176,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14169,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14170,Quán Ốc 268,4.9,(8),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 2\u202fPM',Seafood,"KDC Bách Giang, Đ. 268",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14171,Cháo Vịt Thu Phương,5.0,(2),None,'Dine-in';  'Takeout';  'No-contact delivery','Closed';  ' ⋅ Opens 3\u202fPM',Family-friendly,Đ. Số 3,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14172,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,70A Đ. số 109,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14173,Quán Chòi Lá,4.1,(42),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,"Đường số, 128 Điện hoa 24h",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14174,Ngọc Dương Quán 2,4.4,(10),None,'Dine-in';  'Takeout',,Restaurant,"18, Đỗ Xuân Hợp, Phường Phước Long A",Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14175,Quán Ăn Út Duyên,4.1,(11),None,'Dine-in';  'No-contact delivery','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,44 Nam Hòa,Phường An Lợi Đông,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14176,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14177,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14178,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14179,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14180,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14181,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14182,Thu Phương Bread,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Organic,74D Đường 297,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14183,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,70A Đ. số 109,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14184,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Hot Pot,35B,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14185,Lê Trung,None,None,None,'Dine-in';  'Takeout',,Brasserie,"Tp, 2 Đ. 339",Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14186,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Opens soon';  ' ⋅ 9\u202fAM',Hot Pot,35B,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14187,Quán Phở,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5\u202fPM',Bistro,22 Thủy Lợi,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14188,ChunhoNcare Văn Nhịn TP THỦ ĐỨC,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5:30\u202fPM',Sundae restaurant,17 Đ. Số 176,Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14189,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14190,Quán Ốc 268,4.9,(8),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 2\u202fPM',Seafood,"KDC Bách Giang, Đ. 268",Phường Long Phước,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14191,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14192,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14193,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14194,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14195,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14196,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14197,Thu Phương Bread,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Organic,74D Đường 297,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14198,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,70A Đ. số 109,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14199,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Hot Pot,35B,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14200,Lê Trung,None,None,None,'Dine-in';  'Takeout',,Brasserie,"Tp, 2 Đ. 339",Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14201,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Opens soon';  ' ⋅ 9\u202fAM',Hot Pot,35B,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14202,Quán Phở,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5\u202fPM',Bistro,22 Thủy Lợi,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14203,ChunhoNcare Văn Nhịn TP THỦ ĐỨC,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5:30\u202fPM',Sundae restaurant,17 Đ. Số 176,Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14204,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14205,Quán Ốc 268,4.9,(8),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 2\u202fPM',Seafood,"KDC Bách Giang, Đ. 268",Phường Phú Hữu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14206,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14207,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14208,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14209,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14210,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14211,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14212,Thu Phương Bread,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Organic,74D Đường 297,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14213,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,70A Đ. số 109,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14214,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Hot Pot,35B,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14215,Lê Trung,None,None,None,'Dine-in';  'Takeout',,Brasserie,"Tp, 2 Đ. 339",Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14216,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Opens soon';  ' ⋅ 9\u202fAM',Hot Pot,35B,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14217,Quán Phở,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5\u202fPM',Bistro,22 Thủy Lợi,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14218,ChunhoNcare Văn Nhịn TP THỦ ĐỨC,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5:30\u202fPM',Sundae restaurant,17 Đ. Số 176,Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14219,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14220,Quán Ốc 268,4.9,(8),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 2\u202fPM',Seafood,"KDC Bách Giang, Đ. 268",Phường Phước Bình,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14221,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14222,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
